Customer_ID,Name,Age,SSN,Occupation,snapshot_date,_ingested_at_utc,feat_balance,feat_utilization_bucket,feat_trades_open
CUS_0x00f7,User247,45,347-77-1247,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,623,3,7
CUS_0x00f8,User248,46,348-78-1248,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,106,1,6
CUS_0x00f9,User249,47,349-79-1249,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,46,1,2
CUS_0x00fa,User250,48,350-80-1250,Artist,2023-08-01,2023-08-01T00:00:00.000Z,53,3,5
CUS_0x00fb,User251,49,351-81-1251,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,648,3,4
CUS_0x00fc,User252,50,352-82-1252,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,968,3,4
CUS_0x00fd,User253,51,353-83-1253,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,871,1,7
CUS_0x00fe,User254,52,354-84-1254,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,794,4,10
CUS_0x00ff,User255,53,355-85-1255,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,926,1,2
CUS_0x0100,User256,54,356-86-1256,Artist,2023-08-01,2023-08-01T00:00:00.000Z,198,3,2
CUS_0x0101,User257,55,357-87-1257,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,477,2,9
CUS_0x0102,User258,56,358-88-1258,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,108,3,4
CUS_0x0103,User259,57,359-89-1259,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,268,3,0
CUS_0x0104,User260,58,360-90-1260,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,434,4,2
CUS_0x0105,User261,59,361-91-1261,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,8,3,4
CUS_0x0106,User262,60,362-92-1262,Artist,2023-08-01,2023-08-01T00:00:00.000Z,700,0,4
CUS_0x0107,User263,61,363-93-1263,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,444,4,4
CUS_0x0108,User264,62,364-94-1264,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,447,2,7
CUS_0x0109,User265,63,365-95-1265,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,805,0,1
CUS_0x010a,User266,64,366-96-1266,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,521,1,9
CUS_0x010b,User267,65,367-97-1267,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,949,4,1
CUS_0x010c,User268,66,368-98-1268,Artist,2023-08-01,2023-08-01T00:00:00.000Z,244,4,4
CUS_0x010d,User269,67,369-99-1269,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,856,1,4
CUS_0x010e,User270,68,370-10-1270,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,698,3,6
CUS_0x010f,User271,69,371-11-1271,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,390,0,6
CUS_0x0110,User272,70,372-12-1272,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,677,2,5
CUS_0x0111,User273,71,373-13-1273,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,165,0,9
CUS_0x0112,User274,72,374-14-1274,Artist,2023-08-01,2023-08-01T00:00:00.000Z,485,0,9
CUS_0x0113,User275,18,375-15-1275,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,521,1,5
CUS_0x0114,User276,19,376-16-1276,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,279,4,3
CUS_0x0115,User277,20,377-17-1277,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,784,4,8
CUS_0x0116,User278,21,378-18-1278,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,901,1,1
CUS_0x0117,User279,22,379-19-1279,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,693,3,9
CUS_0x0118,User280,23,380-20-1280,Artist,2023-08-01,2023-08-01T00:00:00.000Z,694,4,6
CUS_0x0119,User281,24,381-21-1281,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,380,0,4
CUS_0x011a,User282,25,382-22-1282,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,335,0,11
CUS_0x011b,User283,26,383-23-1283,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,620,0,8
CUS_0x011c,User284,27,384-24-1284,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,726,1,6
CUS_0x011d,User285,28,385-25-1285,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,312,2,4
CUS_0x011e,User286,29,386-26-1286,Artist,2023-08-01,2023-08-01T00:00:00.000Z,671,1,7
CUS_0x011f,User287,30,387-27-1287,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,239,4,11
CUS_0x0120,User288,31,388-28-1288,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,389,4,5
CUS_0x0121,User289,32,389-29-1289,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,613,3,5
CUS_0x0122,User290,33,390-30-1290,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,872,2,8
CUS_0x0123,User291,34,391-31-1291,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,551,1,11
CUS_0x0124,User292,35,392-32-1292,Artist,2023-08-01,2023-08-01T00:00:00.000Z,801,1,5
CUS_0x0125,User293,36,393-33-1293,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,956,1,4
CUS_0x0126,User294,37,394-34-1294,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,213,3,5
CUS_0x0127,User295,38,395-35-1295,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,37,2,1
CUS_0x0128,User296,39,396-36-1296,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,898,3,2
CUS_0x0129,User297,40,397-37-1297,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,929,4,5
CUS_0x012a,User298,41,398-38-1298,Artist,2023-08-01,2023-08-01T00:00:00.000Z,974,4,2
CUS_0x012b,User299,42,399-39-1299,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,568,3,8
CUS_0x012c,User300,43,400-40-1300,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,437,2,5
CUS_0x012d,User301,44,401-41-1301,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,944,4,0
CUS_0x012e,User302,45,402-42-1302,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,63,3,11
CUS_0x012f,User303,46,403-43-1303,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,744,4,8
CUS_0x0130,User304,47,404-44-1304,Artist,2023-08-01,2023-08-01T00:00:00.000Z,544,4,4
CUS_0x0131,User305,48,405-45-1305,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,250,0,10
CUS_0x0132,User306,49,406-46-1306,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,304,4,4
CUS_0x0133,User307,50,407-47-1307,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,276,1,0
CUS_0x0134,User308,51,408-48-1308,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,448,3,4
CUS_0x0135,User309,52,409-49-1309,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,873,3,1
CUS_0x0136,User310,53,410-50-1310,Artist,2023-08-01,2023-08-01T00:00:00.000Z,818,3,2
CUS_0x0137,User311,54,411-51-1311,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,371,1,7
CUS_0x0138,User312,55,412-52-1312,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,731,1,3
CUS_0x0139,User313,56,413-53-1313,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,579,4,7
CUS_0x013a,User314,57,414-54-1314,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,750,0,10
CUS_0x013b,User315,58,415-55-1315,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,828,3,8
CUS_0x013c,User316,59,416-56-1316,Artist,2023-08-01,2023-08-01T00:00:00.000Z,967,2,7
CUS_0x013d,User317,60,417-57-1317,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,239,4,3
CUS_0x013e,User318,61,418-58-1318,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,957,2,1
CUS_0x013f,User319,62,419-59-1319,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,428,3,8
CUS_0x0140,User320,63,420-60-1320,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,981,1,9
CUS_0x0141,User321,64,421-61-1321,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,744,4,8
CUS_0x0142,User322,65,422-62-1322,Artist,2023-08-01,2023-08-01T00:00:00.000Z,647,2,3
CUS_0x0143,User323,66,423-63-1323,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,886,1,2
CUS_0x0144,User324,67,424-64-1324,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,45,0,1
CUS_0x0145,User325,68,425-65-1325,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,812,2,8
CUS_0x0146,User326,69,426-66-1326,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,908,3,0
CUS_0x0147,User327,70,427-67-1327,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,830,0,10
CUS_0x0148,User328,71,428-68-1328,Artist,2023-08-01,2023-08-01T00:00:00.000Z,178,3,2
CUS_0x0149,User329,72,429-69-1329,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,697,2,5
CUS_0x014a,User330,18,430-70-1330,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,414,4,6
CUS_0x014b,User331,19,431-71-1331,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,38,3,2
CUS_0x014c,User332,20,432-72-1332,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,533,3,5
CUS_0x014d,User333,21,433-73-1333,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,408,3,8
CUS_0x014e,User334,22,434-74-1334,Artist,2023-08-01,2023-08-01T00:00:00.000Z,333,3,1
CUS_0x014f,User335,23,435-75-1335,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,675,0,3
CUS_0x0150,User336,24,436-76-1336,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,379,4,7
CUS_0x0151,User337,25,437-77-1337,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,344,4,4
CUS_0x0152,User338,26,438-78-1338,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,177,2,9
CUS_0x0153,User339,27,439-79-1339,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,370,0,6
CUS_0x0154,User340,28,440-80-1340,Artist,2023-08-01,2023-08-01T00:00:00.000Z,899,4,3
CUS_0x0155,User341,29,441-81-1341,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,138,3,10
CUS_0x0156,User342,30,442-82-1342,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,284,4,8
CUS_0x0157,User343,31,443-83-1343,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,26,1,6
CUS_0x0158,User344,32,444-84-1344,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,430,0,2
CUS_0x0159,User345,33,445-85-1345,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,848,3,4
CUS_0x015a,User346,34,446-86-1346,Artist,2023-08-01,2023-08-01T00:00:00.000Z,456,1,8
CUS_0x015b,User347,35,447-87-1347,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,398,3,10
CUS_0x015c,User348,36,448-88-1348,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,927,2,3
CUS_0x015d,User349,37,449-89-1349,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,120,0,4
CUS_0x015e,User350,38,450-90-1350,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,743,3,7
CUS_0x015f,User351,39,451-91-1351,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,548,3,4
CUS_0x0160,User352,40,452-92-1352,Artist,2023-08-01,2023-08-01T00:00:00.000Z,573,3,9
CUS_0x0161,User353,41,453-93-1353,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,824,4,8
CUS_0x0162,User354,42,454-94-1354,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,937,2,9
CUS_0x0163,User355,43,455-95-1355,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,214,4,6
CUS_0x0164,User356,44,456-96-1356,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,968,3,8
CUS_0x0165,User357,45,457-97-1357,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,975,0,7
CUS_0x0166,User358,46,458-98-1358,Artist,2023-08-01,2023-08-01T00:00:00.000Z,779,4,7
CUS_0x0167,User359,47,459-99-1359,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,644,4,4
CUS_0x0168,User360,48,460-10-1360,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,325,0,5
CUS_0x0169,User361,49,461-11-1361,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,963,3,3
CUS_0x016a,User362,50,462-12-1362,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,223,3,11
CUS_0x016b,User363,51,463-13-1363,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,791,1,3
CUS_0x016c,User364,52,464-14-1364,Artist,2023-08-01,2023-08-01T00:00:00.000Z,21,1,9
CUS_0x016d,User365,53,465-15-1365,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,275,0,7
CUS_0x016e,User366,54,466-16-1366,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,571,1,7
CUS_0x016f,User367,55,467-17-1367,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,545,0,5
CUS_0x0170,User368,56,468-18-1368,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,216,1,8
CUS_0x0171,User369,57,469-19-1369,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,693,3,1
CUS_0x0172,User370,58,470-20-1370,Artist,2023-08-01,2023-08-01T00:00:00.000Z,280,0,8
CUS_0x0173,User371,59,471-21-1371,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,220,0,4
CUS_0x0174,User372,60,472-22-1372,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,752,2,8
CUS_0x0175,User373,61,473-23-1373,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,485,0,5
CUS_0x0176,User374,62,474-24-1374,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,864,4,8
CUS_0x0177,User375,63,475-25-1375,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,557,2,5
CUS_0x0178,User376,64,476-26-1376,Artist,2023-08-01,2023-08-01T00:00:00.000Z,203,3,7
CUS_0x0179,User377,65,477-27-1377,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,436,1,8
CUS_0x017a,User378,66,478-28-1378,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,925,0,5
CUS_0x017b,User379,67,479-29-1379,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,229,4,5
CUS_0x017c,User380,68,480-30-1380,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,15,0,7
CUS_0x017d,User381,69,481-31-1381,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,567,2,11
CUS_0x017e,User382,70,482-32-1382,Artist,2023-08-01,2023-08-01T00:00:00.000Z,264,4,8
CUS_0x017f,User383,71,483-33-1383,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,420,0,8
CUS_0x0180,User384,72,484-34-1384,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,325,0,1
CUS_0x0181,User385,18,485-35-1385,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,708,3,8
CUS_0x0182,User386,19,486-36-1386,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,376,1,0
CUS_0x0183,User387,20,487-37-1387,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,361,1,5
CUS_0x0184,User388,21,488-38-1388,Artist,2023-08-01,2023-08-01T00:00:00.000Z,458,3,2
CUS_0x0185,User389,22,489-39-1389,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,633,3,9
CUS_0x0186,User390,23,490-40-1390,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,381,1,1
CUS_0x0187,User391,24,491-41-1391,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,350,0,2
CUS_0x0188,User392,25,492-42-1392,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,654,4,6
CUS_0x0189,User393,26,493-43-1393,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,726,1,6
CUS_0x018a,User394,27,494-44-1394,Artist,2023-08-01,2023-08-01T00:00:00.000Z,916,1,0
CUS_0x018b,User395,28,495-45-1395,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,791,1,11
CUS_0x018c,User396,29,496-46-1396,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,476,1,0
CUS_0x018d,User397,30,497-47-1397,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,339,4,11
CUS_0x018e,User398,31,498-48-1398,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,371,1,7
CUS_0x018f,User399,32,499-49-1399,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,560,0,0
CUS_0x0190,User400,33,500-50-1400,Artist,2023-08-01,2023-08-01T00:00:00.000Z,855,0,3
CUS_0x0191,User401,34,501-51-1401,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,527,2,7
CUS_0x0192,User402,35,502-52-1402,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,190,0,10
CUS_0x0193,User403,36,503-53-1403,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,580,0,4
CUS_0x0194,User404,37,504-54-1404,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,575,0,11
CUS_0x0195,User405,38,505-55-1405,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,580,0,8
CUS_0x0196,User406,39,506-56-1406,Artist,2023-08-01,2023-08-01T00:00:00.000Z,511,1,3
CUS_0x0197,User407,40,507-57-1407,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,733,3,1
CUS_0x0198,User408,41,508-58-1408,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,899,4,3
CUS_0x0199,User409,42,509-59-1409,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,807,2,11
CUS_0x019a,User410,43,510-60-1410,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,492,2,4
CUS_0x019b,User411,44,511-61-1411,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,46,1,2
CUS_0x019c,User412,45,512-62-1412,Artist,2023-08-01,2023-08-01T00:00:00.000Z,15,0,3
CUS_0x019d,User413,46,513-63-1413,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,686,1,2
CUS_0x019e,User414,47,514-64-1414,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,409,4,9
CUS_0x019f,User415,48,515-65-1415,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,468,3,8
CUS_0x01a0,User416,49,516-66-1416,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,668,3,4
CUS_0x01a1,User417,50,517-67-1417,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,280,0,8
CUS_0x01a2,User418,51,518-68-1418,Artist,2023-08-01,2023-08-01T00:00:00.000Z,45,0,9
CUS_0x01a3,User419,52,519-69-1419,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,229,4,5
CUS_0x01a4,User420,53,520-70-1420,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,407,2,11
CUS_0x01a5,User421,54,521-71-1421,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,116,1,8
CUS_0x01a6,User422,55,522-72-1422,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,662,2,6
CUS_0x01a7,User423,56,523-73-1423,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,794,4,10
CUS_0x01a8,User424,57,524-74-1424,Artist,2023-08-01,2023-08-01T00:00:00.000Z,24,4,8
CUS_0x01a9,User425,58,525-75-1425,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,830,0,10
CUS_0x01aa,User426,59,526-76-1426,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,99,4,11
CUS_0x01ab,User427,60,527-77-1427,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,251,1,7
CUS_0x01ac,User428,61,528-78-1428,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,142,2,6
CUS_0x01ad,User429,62,529-79-1429,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,673,3,9
CUS_0x01ae,User430,63,530-80-1430,Artist,2023-08-01,2023-08-01T00:00:00.000Z,632,2,0
CUS_0x01af,User431,64,531-81-1431,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,330,0,10
CUS_0x01b0,User432,65,532-82-1432,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,115,0,7
CUS_0x01b1,User433,66,533-83-1433,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,346,1,6
CUS_0x01b2,User434,67,534-84-1434,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,779,4,3
CUS_0x01b3,User435,68,535-85-1435,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,853,3,5
CUS_0x01b4,User436,69,536-86-1436,Artist,2023-08-01,2023-08-01T00:00:00.000Z,343,3,7
CUS_0x01b5,User437,70,537-87-1437,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,672,2,4
CUS_0x01b6,User438,71,538-88-1438,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,572,2,8
CUS_0x01b7,User439,72,539-89-1439,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,391,1,3
CUS_0x01b8,User440,18,540-90-1440,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,531,1,3
CUS_0x01b9,User441,19,541-91-1441,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,385,0,9
CUS_0x01ba,User442,20,542-92-1442,Artist,2023-08-01,2023-08-01T00:00:00.000Z,74,4,10
CUS_0x01bb,User443,21,543-93-1443,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,746,1,2
CUS_0x01bc,User444,22,544-94-1444,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,839,4,7
CUS_0x01bd,User445,23,545-95-1445,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,882,2,10
CUS_0x01be,User446,24,546-96-1446,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,27,2,3
CUS_0x01bf,User447,25,547-97-1447,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,423,3,7
CUS_0x01c0,User448,26,548-98-1448,Artist,2023-08-01,2023-08-01T00:00:00.000Z,492,2,4
CUS_0x01c1,User449,27,549-99-1449,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,786,1,10
CUS_0x01c2,User450,28,550-10-1450,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,867,2,11
CUS_0x01c3,User451,29,551-11-1451,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,326,1,10
CUS_0x01c4,User452,30,552-12-1452,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,276,1,4
CUS_0x01c5,User453,31,553-13-1453,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,466,1,2
CUS_0x01c6,User454,32,554-14-1454,Artist,2023-08-01,2023-08-01T00:00:00.000Z,688,3,0
CUS_0x01c7,User455,33,555-15-1455,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,637,2,5
CUS_0x01c8,User456,34,556-16-1456,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,290,0,2
CUS_0x01c9,User457,35,557-17-1457,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,964,4,8
CUS_0x01ca,User458,36,558-18-1458,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,44,4,0
CUS_0x01cb,User459,37,559-19-1459,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,273,3,9
CUS_0x01cc,User460,38,560-20-1460,Artist,2023-08-01,2023-08-01T00:00:00.000Z,268,3,0
CUS_0x01cd,User461,39,561-21-1461,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,119,4,7
CUS_0x01ce,User462,40,562-22-1462,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,79,4,11
CUS_0x01cf,User463,41,563-23-1463,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,629,4,5
CUS_0x01d0,User464,42,564-24-1464,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,939,4,7
CUS_0x01d1,User465,43,565-25-1465,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,508,3,4
CUS_0x01d2,User466,44,566-26-1466,Artist,2023-08-01,2023-08-01T00:00:00.000Z,196,1,4
CUS_0x01d3,User467,45,567-27-1467,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,747,2,7
CUS_0x01d4,User468,46,568-28-1468,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,478,3,2
CUS_0x01d5,User469,47,569-29-1469,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,30,0,10
CUS_0x01d6,User470,48,570-30-1470,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,232,2,8
CUS_0x01d7,User471,49,571-31-1471,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,69,4,1
CUS_0x01d8,User472,50,572-32-1472,Artist,2023-08-01,2023-08-01T00:00:00.000Z,598,3,2
CUS_0x01d9,User473,51,573-33-1473,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,787,2,3
CUS_0x01da,User474,52,574-34-1474,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,294,4,6
CUS_0x01db,User475,53,575-35-1475,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,251,1,7
CUS_0x01dc,User476,54,576-36-1476,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,145,0,5
CUS_0x01dd,User477,55,577-37-1477,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,867,2,7
CUS_0x01de,User478,56,578-38-1478,Artist,2023-08-01,2023-08-01T00:00:00.000Z,598,3,6
CUS_0x01df,User479,57,579-39-1479,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,278,3,6
CUS_0x01e0,User480,58,580-40-1480,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,938,3,6
CUS_0x01e1,User481,59,581-41-1481,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,560,0,0
CUS_0x01e2,User482,60,582-42-1482,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,571,1,7
CUS_0x01e3,User483,61,583-43-1483,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,970,0,10
CUS_0x01e4,User484,62,584-44-1484,Artist,2023-08-01,2023-08-01T00:00:00.000Z,261,1,1
CUS_0x01e5,User485,63,585-45-1485,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,134,4,6
CUS_0x01e6,User486,64,586-46-1486,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,132,2,8
CUS_0x01e7,User487,65,587-47-1487,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,183,3,3
CUS_0x01e8,User488,66,588-48-1488,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,709,4,1
CUS_0x01e9,User489,67,589-49-1489,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,753,3,9
CUS_0x01ea,User490,68,590-50-1490,Artist,2023-08-01,2023-08-01T00:00:00.000Z,924,4,0
CUS_0x01eb,User491,69,591-51-1491,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,264,4,4
CUS_0x01ec,User492,70,592-52-1492,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,876,1,4
CUS_0x01ed,User493,71,593-53-1493,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,143,3,7
CUS_0x01ee,User494,72,594-54-1494,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,440,0,4
